"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Collection,1,0,Ent-Draught Basin,LTR,The Lord of the Rings: Tales of Middle-earth,238,NearMint,Foil,English,0.15,2026-08-25,0.16,0.02,0.16
Collection,1,0,Envoy of the Ancestors,MH3,Modern Horizons 3,23,NearMint,Normal,English,0.24,2026-08-26,0.19,0.02,0.24
Collection,1,0,Éomer of the Riddermark,LTR,The Lord of the Rings: Tales of Middle-earth,121,NearMint,Foil,English,0.15,2026-08-25,0.17,0.02,0.17
Collection,1,0,"Éowyn, Fearless Knight",LTR,The Lord of the Rings: Tales of Middle-earth,201,NearMint,Foil,English,0.65,2026-08-26,0.73,0.10,0.65
Collection,1,0,"Éowyn, Fearless Knight",LTR,The Lord of the Rings: Tales of Middle-earth,430,NearMint,Normal,English,1.08,2026-08-26,1.12,0.20,1.08
Collection,1,0,"Éowyn, Lady of Rohan",LTR,The Lord of the Rings: Tales of Middle-earth,10,NearMint,Normal,English,0.11,2026-08-24,0.12,0.02,0.10
Collection,1,0,"Eriette's Tempting Apple",WOE,Wilds of Eldraine,245,NearMint,Normal,English,0.19,2026-08-26,0.14,0.02,0.19
Collection,3,0,"Erkenbrand, Lord of Westfold",LTR,The Lord of the Rings: Tales of Middle-earth,123,NearMint,Normal,English,0.08,2026-08-24,0.08,0.02,0.08
Collection,1,0,Erode,SOS,Secrets of Strixhaven,15,NearMint,Normal,English,7.35,2026-08-26,7.44,5.30,7.35
Collection,1,0,Errant and Giada,MOM,March of the Machine,306,NearMint,Normal,English,0.34,2026-08-26,0.34,0.10,0.34
Collection,1,0,"Ertha Jo, Frontier Mentor",OTJ,Outlaws of Thunder Junction,203,NearMint,Normal,English,0.14,2026-08-26,0.18,0.02,0.14
Collection,1,0,"Esika's Chariot",PKHM,Kaldheim Promos,169p,NearMint,Normal,English,1.35,2026-08-26,1.56,0.49,1.35
Collection,1,0,"Etali, Primal Conqueror",MOM,March of the Machine,137,NearMint,Normal,English,19.55,2026-08-24,21.05,13.00,19.38
Collection,1,0,Evangel of Heliod,KHC,Kaldheim Commander,23,NearMint,Normal,English,0.21,2026-08-26,0.24,0.02,0.21
Collection,1,0,"Exdeath, Void Warlock",FIN,Final Fantasy,220,NearMint,Normal,English,0.10,2026-08-26,0.06,0.02,0.10
Collection,1,0,Exit Specialist,MKM,Murders at Karlov Manor,55,NearMint,Normal,English,0.23,2026-08-26,0.17,0.02,0.23
Collection,1,0,Exorcise,DSK,Duskmourn: House of Horror,8,NearMint,Foil,English,0.25,2026-08-26,0.32,0.02,0.25
Collection,3,0,Expel the Interlopers,WOE,Wilds of Eldraine,381,NearMint,Foil,English,0.15,2026-08-26,0.22,0.02,0.15
Collection,1,0,"Ezekiel Sims, Spider-Totem",SPM,"Marvel's Spider-Man",100,NearMint,Normal,English,0.03,2026-08-26,0.06,0.02,0.03
Collection,1,0,"Ezuri, Stalker of Spheres",ONE,Phyrexia: All Will Be One,317,NearMint,Foil,English,0.90,2026-08-26,0.73,0.30,0.90
Collection,1,0,Faerie Vandal,ELD,Throne of Eldraine,45,NearMint,Normal,English,0.12,2026-08-26,0.11,0.02,0.12
Collection,1,0,Faithless Looting,LTC,Tales of Middle-earth Commander,215,NearMint,Normal,English,0.78,2026-08-25,0.67,0.40,0.78
Collection,1,0,Fancy Footwork,TLA,Avatar: The Last Airbender,19,NearMint,Normal,English,0.07,2026-08-26,0.10,0.02,0.07
Collection,1,0,"Fandaniel, Telophoroi Ascian",FIC,Final Fantasy Commander,46,NearMint,Normal,English,0.57,2026-08-24,0.56,0.20,0.59
Collection,1,0,"Fang, Fearless l'Cie",FIN,Final Fantasy,99,NearMint,Foil,English,0.25,2026-08-24,0.29,0.02,0.22
Collection,1,0,"Fangorn, Tree Shepherd",LTR,The Lord of the Rings: Tales of Middle-earth,166,NearMint,Normal,English,0.23,2026-08-26,0.25,0.02,0.23
Collection,1,0,"Fangorn, Tree Shepherd",LTR,The Lord of the Rings: Tales of Middle-earth,415,NearMint,Foil,English,0.83,2026-08-26,0.76,0.10,0.83
Collection,2,0,"Faramir, Field Commander",LTR,The Lord of the Rings: Tales of Middle-earth,14,NearMint,Normal,English,0.06,2026-08-24,0.07,0.02,0.07
Collection,1,0,"Faramir, Field Commander",LTR,The Lord of the Rings: Tales of Middle-earth,303,NearMint,Foil,English,0.25,2026-08-24,0.23,0.02,0.26
Collection,1,0,"Faramir, Prince of Ithilien",LTR,The Lord of the Rings: Tales of Middle-earth,811,NearMint,Surge Foil,English,3.96,2026-08-26,3.99,3.47,3.96
Collection,1,0,Favored of Iroas,J25,Foundations Jumpstart,197,NearMint,Normal,English,0.06,2026-08-26,0.09,0.02,0.06
Collection,1,0,Fear of Falling,DSK,Duskmourn: House of Horror,56,NearMint,Normal,English,0.05,2026-08-26,0.05,0.02,0.05
Collection,1,0,Fear of Impostors,DSK,Duskmourn: House of Horror,57,NearMint,Normal,English,0.13,2026-08-26,0.14,0.02,0.13
Collection,1,0,Fear of Isolation,DSK,Duskmourn: House of Horror,58,NearMint,Normal,English,0.07,2026-08-26,0.15,0.02,0.07
Collection,1,0,Feather of Flight,BLB,Bloomburrow,13,NearMint,Normal,English,0.22,2026-08-26,0.18,0.02,0.22
Collection,1,0,"Ferrafor, Young Yew",ECC,Lorwyn Eclipsed Commander,16,NearMint,Normal,English,0.30,2026-08-26,0.33,0.02,0.30
Collection,1,0,Field-Tested Frying Pan,LTC,Tales of Middle-earth Commander,11,NearMint,Normal,English,0.28,2026-08-26,0.30,0.08,0.29
Collection,1,0,Fierce Retribution,OTP,Breaking News,2,NearMint,Normal,English,0.05,2026-08-26,0.04,0.02,0.05
Collection,1,0,Fíli the Pathfinder,HOB,The Hobbit,14,NearMint,Foil,English,0.02,2026-08-24,0.48,0.02,0.02
Collection,1,0,"Finneas, Ace Archer",PBLB,Bloomburrow Promos,212p,NearMint,Normal,English,0.25,2026-08-26,0.25,0.05,0.25
Collection,1,0,"Finneas, Ace Archer",BLB,Bloomburrow,212,NearMint,Normal,English,0.29,2026-08-26,0.26,0.02,0.29
Collection,1,0,Fire Lord Azula,PTLA,Avatar: The Last Airbender Promos,220s,NearMint,Foil,English,24.00,2026-08-26,28.19,8.99,24.00
Collection,1,0,"Firja, Judge of Valor",MUL,Multiverse Legends,40,NearMint,Normal,English,0.09,2026-08-26,0.10,0.02,0.09
Collection,3,0,"Flubs, the Fool",BLC,Bloomburrow Commander,356,NearMint,Foil,English,2.35,2026-08-26,2.38,0.60,2.36
Collection,2,0,"Flubs, the Fool",BLC,Bloomburrow Commander,356,NearMint,Normal,English,0.73,2026-08-26,0.67,0.10,0.73
Collection,1,0,Flying Octobot,SPM,"Marvel's Spider-Man",31,NearMint,Normal,English,0.05,2026-08-26,0.07,0.02,0.05
Collection,1,0,Friendly Rivalry,LTR,The Lord of the Rings: Tales of Middle-earth,204,NearMint,Normal,English,0.10,2026-08-25,0.08,0.02,0.10
Collection,1,0,Frodo Baggins,LTR,The Lord of the Rings: Tales of Middle-earth,320,NearMint,Normal,English,0.11,2026-08-26,0.13,0.02,0.11
Collection,1,0,Frodo Baggins,LTR,The Lord of the Rings: Tales of Middle-earth,205,NearMint,Normal,English,0.08,2026-08-26,0.10,0.02,0.08
Collection,1,0,"Frodo, Sauron's Bane",LTR,The Lord of the Rings: Tales of Middle-earth,18,NearMint,Normal,English,0.23,2026-08-24,0.26,0.02,0.24
Collection,1,0,Frolicking Familiar // Blow Off Steam,WOE,Wilds of Eldraine,226,NearMint,Normal,English,0.14,2026-08-26,0.15,0.02,0.14
Collection,1,0,From Father to Son,FIN,Final Fantasy,20,NearMint,Normal,English,0.21,2026-08-26,0.20,0.02,0.21
Collection,2,0,Furious Forebear,TDM,Tarkir: Dragonstorm,13,NearMint,Normal,English,0.11,2026-08-26,0.09,0.02,0.11
Collection,1,0,Futurist Operative,NEO,Kamigawa: Neon Dynasty,333,NearMint,Normal,English,0.07,2026-08-26,0.06,0.02,0.07
Collection,1,0,"Fynn, the Fangbearer",MUL,Multiverse Legends,26,NearMint,Normal,English,0.12,2026-08-24,0.13,0.02,0.12
Collection,1,0,Galecaster Colossus,C17,Commander 2017,10,NearMint,Normal,English,2.96,2026-08-26,3.32,2.00,2.96
Collection,2,0,"Galion, Elvenking's Butler",HOB,The Hobbit,125,NearMint,Normal,English,0.02,2026-08-26,0.17,0.02,0.02
Collection,1,0,Gallant Pie-Wielder,WOE,Wilds of Eldraine,15,NearMint,Normal,English,0.09,2026-08-26,0.05,0.02,0.09
Collection,1,0,Galvanic Giant // Storm Reading,WOE,Wilds of Eldraine,52,NearMint,Normal,English,0.10,2026-08-26,0.08,0.02,0.10
Collection,1,0,Gandalf the Grey,LTR,The Lord of the Rings: Tales of Middle-earth,322,NearMint,Normal,English,0.39,2026-08-26,0.40,0.04,0.39
Collection,1,0,"Gandalf, Friend of the Shire",LTR,The Lord of the Rings: Tales of Middle-earth,308,NearMint,Normal,English,0.10,2026-08-25,0.11,0.02,0.10
Collection,1,0,"Gandalf, Friend of the Shire",LTR,The Lord of the Rings: Tales of Middle-earth,50,NearMint,Normal,English,0.14,2026-08-25,0.11,0.02,0.14
Collection,1,0,"Gandalf, Spark Starter",HOB,The Hobbit,203,NearMint,Normal,English,0.16,2026-08-24,0.26,0.02,0.16
Collection,4,0,"Gandalf, Wandering Wizard",HOB,The Hobbit,41,NearMint,Normal,English,0.03,2026-08-24,0.11,0.02,0.02
Collection,1,0,"Garland, Knight of Cornelia",FIN,Final Fantasy,221,NearMint,Normal,English,0.10,2026-08-26,0.08,0.02,0.10
Collection,1,0,Genju of the Realm,BOK,Betrayers of Kamigawa,151,NearMint,Normal,English,1.23,2026-08-26,1.32,0.15,1.23
Collection,1,0,"Genku, Future Shaper",MH3,Modern Horizons 3,186,NearMint,Normal,English,0.24,2026-08-26,0.12,0.02,0.24
Collection,1,0,Get Lost,LCI,The Lost Caverns of Ixalan,14,NearMint,Normal,English,4.08,2026-08-26,4.19,1.90,4.08
Collection,1,0,Getaway Glamer,OTJ,Outlaws of Thunder Junction,14,NearMint,Normal,English,0.11,2026-08-26,0.21,0.02,0.11
Collection,1,0,"Geth, Thane of Contracts",ONE,Phyrexia: All Will Be One,306,NearMint,Foil,English,0.33,2026-08-24,0.27,0.02,0.31
Collection,1,0,Ghalta and Mavren,MOM,March of the Machine,386,NearMint,Foil,English,0.94,2026-08-26,1.59,0.40,0.94
Collection,1,0,Ghostly Keybearer,DSK,Duskmourn: House of Horror,61,NearMint,Foil,English,0.08,2026-08-26,0.10,0.02,0.08
Collection,1,0,Ghostway,RVR,Ravnica Remastered,308,NearMint,Normal,English,2.61,2026-08-26,2.51,0.89,2.61
Collection,1,0,"Gimli, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,129,NearMint,Normal,English,0.11,2026-08-24,0.11,0.02,0.11
Collection,1,0,"Gimli, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,312,NearMint,Normal,English,0.10,2026-08-24,0.13,0.02,0.10
Collection,1,0,"Gimli, Mournful Avenger",LTR,The Lord of the Rings: Tales of Middle-earth,209,NearMint,Normal,English,0.34,2026-08-26,0.22,0.02,0.34
Collection,1,0,Glamer Gifter,ECL,Lorwyn Eclipsed,49,NearMint,Normal,English,0.16,2026-08-26,0.16,0.02,0.16
Collection,1,0,Glimmer Lens,ONC,Phyrexia: All Will Be One Commander,6,NearMint,Normal,English,3.13,2026-08-26,2.81,2.00,3.13
Collection,1,0,"Glissa, Herald of Predation",MOM,March of the Machine,308,NearMint,Normal,English,0.25,2026-08-26,0.23,0.04,0.25
Collection,1,0,Glóin the Mighty // Easy Pickings,HOB,The Hobbit,99,NearMint,Normal,English,0.02,2026-08-24,0.23,0.02,0.02
Collection,1,0,"Glóin, Dwarf Emissary",LTR,The Lord of the Rings: Tales of Middle-earth,132,NearMint,Normal,English,0.70,2026-08-24,0.58,0.07,0.74
Collection,1,0,"Glorfindel, Dauntless Rescuer",LTR,The Lord of the Rings: Tales of Middle-earth,171,NearMint,Normal,English,0.09,2026-08-26,0.09,0.02,0.09
Collection,4,0,Glorifier of Dusk,XLN,Ixalan,12,NearMint,Normal,English,0.05,2026-08-26,0.05,0.02,0.05
Collection,1,0,Glyph Elemental,MH3,Modern Horizons 3,27,NearMint,Normal,English,0.14,2026-08-26,0.14,0.02,0.14
Collection,1,0,Goblin Electromancer,RVR,Ravnica Remastered,186,NearMint,Normal,English,0.12,2026-08-25,0.11,0.02,0.12
Collection,1,0,"Goddric, Cloaked Reveler",WOE,Wilds of Eldraine,132,NearMint,Foil,English,0.30,2026-08-24,0.23,0.06,0.30
Collection,1,0,"Gogo, Master of Mimicry",FIN,Final Fantasy,54,NearMint,Normal,English,4.18,2026-08-24,3.25,2.00,4.09
Collection,1,0,Goldnight Commander,KHC,Kaldheim Commander,27,NearMint,Normal,English,0.19,2026-08-26,0.19,0.02,0.19
Collection,2,0,Gollum the Abandoned,HOB,The Hobbit,72,NearMint,Normal,English,0.02,2026-08-24,0.21,0.02,0.02
Collection,1,0,"Gollum, Patient Plotter",LTR,The Lord of the Rings: Tales of Middle-earth,309,NearMint,Normal,English,0.10,2026-08-24,0.12,0.02,0.10
Collection,4,0,"Gollum, Silent Slinker // Meager Meal",HOB,The Hobbit,71,NearMint,Normal,English,0.02,2026-08-24,0.07,0.02,0.02
Collection,1,0,Gorbag of Minas Morgul,LTR,The Lord of the Rings: Tales of Middle-earth,86,NearMint,Normal,English,0.12,2026-08-24,0.10,0.02,0.12
Collection,1,0,"Goreclaw, Terror of Qal Sisma",MUL,Multiverse Legends,27,NearMint,Normal,English,1.38,2026-08-26,1.17,0.20,1.38
Collection,1,0,"Graaz, Unstoppable Juggernaut",ONE,Phyrexia: All Will Be One,334,NearMint,Normal,English,0.30,2026-08-26,0.29,0.02,0.30
Collection,1,0,"Graaz, Unstoppable Juggernaut",ONE,Phyrexia: All Will Be One,229,NearMint,Normal,Japanese,0.15,2026-08-26,0.17,0.02,0.15
Collection,1,0,Gran-Gran,PW25,Wizards Play Network 2025,14,NearMint,Normal,English,0.25,2026-08-24,0.28,0.02,0.26
Collection,2,0,Grasp of Fate,WOT,Wilds of Eldraine: Enchanting Tales,3,NearMint,Normal,English,0.21,2026-08-26,0.20,0.02,0.21
Collection,1,0,Greater Auramancy,WOT,Wilds of Eldraine: Enchanting Tales,4,NearMint,Normal,English,17.04,2026-08-26,18.00,11.00,17.04
Collection,1,0,"Green Goblin, Revenant",SPM,"Marvel's Spider-Man",130,NearMint,Normal,English,0.12,2026-08-26,0.17,0.02,0.12
Collection,2,0,Gríma Wormtongue,LTR,The Lord of the Rings: Tales of Middle-earth,88,NearMint,Normal,English,0.10,2026-08-24,0.09,0.02,0.08
Collection,1,0,"Grishnákh, Brash Instigator",LTR,The Lord of the Rings: Tales of Middle-earth,134,NearMint,Normal,English,0.10,2026-08-25,0.10,0.02,0.10
Collection,2,0,"Grond, the Gatebreaker",LTR,The Lord of the Rings: Tales of Middle-earth,89,NearMint,Normal,English,0.08,2026-08-24,0.09,0.02,0.07
Collection,1,0,Group Project,SOS,Secrets of Strixhaven,17,NearMint,Normal,English,0.08,2026-08-26,0.06,0.02,0.08
Collection,2,0,Growing Rites of Itlimoc,LCI,The Lost Caverns of Ixalan,188,NearMint,Normal,English,6.11,2026-08-26,5.83,2.00,6.11
Collection,2,0,Guardian of Ghirapur,MOM,March of the Machine,16,NearMint,Normal,English,0.30,2026-08-26,0.25,0.03,0.30
Collection,1,0,Guardian of the Forgotten,MH3,Modern Horizons 3,28,NearMint,Normal,English,0.11,2026-08-26,0.12,0.02,0.11
Collection,1,0,Guardian of the Great Door,LCI,The Lost Caverns of Ixalan,16,NearMint,Normal,English,0.06,2026-08-26,0.08,0.02,0.06
Collection,1,0,Guardian Sunmare,PDFT,Aetherdrift Promos,15s,NearMint,Foil,English,0.80,2026-08-26,0.75,0.10,0.80
Collection,1,0,Guide of Souls,SCH,Store Championships,46,NearMint,Foil,English,5.32,2026-08-26,4.99,3.00,5.32
Collection,1,0,Guide of Souls,MH3,Modern Horizons 3,29,NearMint,Normal,English,3.29,2026-08-26,3.39,1.50,3.29
Collection,1,0,Guru Pathik,TLA,Avatar: The Last Airbender,223,NearMint,Normal,English,0.08,2026-08-26,0.14,0.02,0.08
Collection,2,0,Gwaihir the Windlord,LTR,The Lord of the Rings: Tales of Middle-earth,210,NearMint,Normal,English,0.09,2026-08-26,0.14,0.02,0.09
Collection,1,0,"Gwaihir, Greatest of the Eagles",LTC,Tales of Middle-earth Commander,15,NearMint,Normal,English,0.48,2026-08-24,0.41,0.10,0.49
Collection,1,0,"Haliya, Guided by Light",PEOE,Edge of Eternities Promos,19p,NearMint,Normal,English,3.30,2026-08-24,3.06,2.50,3.35
Collection,1,0,"Harold and Bob, First Numens",PIP,Fallout,78,NearMint,Normal,English,0.30,2026-08-26,0.23,0.09,0.30
Collection,1,0,"Haru, Hidden Talent",TLA,Avatar: The Last Airbender,182,NearMint,Normal,English,0.13,2026-08-24,0.17,0.02,0.11
Collection,1,0,Hazel of the Rootbloom,BLC,Bloomburrow Commander,2,NearMint,Normal,English,5.12,2026-08-26,4.51,1.00,5.12
Collection,1,0,"Heiko Yamazaki, the General",NEO,Kamigawa: Neon Dynasty,321,NearMint,Normal,English,0.12,2026-08-24,0.12,0.02,0.11
Collection,1,0,"Heliod's Emissary",THS,Theros,18,NearMint,Normal,English,0.04,2026-08-26,0.05,0.02,0.04
Collection,1,0,Helping Hand,LCI,The Lost Caverns of Ixalan,17,NearMint,Normal,English,0.21,2026-08-26,0.17,0.02,0.21
Collection,1,0,Hidetsugu and Kairi,PMOM,March of the Machine Promos,228p,NearMint,Normal,English,0.18,2026-08-26,0.22,0.05,0.18
Collection,1,0,"Hidetsugu, Devouring Chaos",NEO,Kamigawa: Neon Dynasty,378,NearMint,Normal,English,0.35,2026-08-24,0.34,0.08,0.39
Collection,1,0,High Perfect Morcant,ECL,Lorwyn Eclipsed,229,NearMint,Normal,English,1.40,2026-08-26,1.33,0.30,1.40
Collection,1,0,"Hikari, Twilight Guardian",MM2,Modern Masters 2015,18,NearMint,Normal,English,0.07,2026-08-24,0.06,0.02,0.07
Collection,2,0,Honest Rutstein,OTJ,Outlaws of Thunder Junction,207,NearMint,Normal,English,0.44,2026-08-26,0.42,0.02,0.44
Collection,1,0,Hop to It,SOA,Secrets of Strixhaven Mystical Archive,6,NearMint,Normal,English,0.10,2026-08-26,0.10,0.02,0.10
Collection,1,0,Hope Estheim,FIN,Final Fantasy,396,NearMint,Normal,English,2.41,2026-08-26,1.83,0.96,2.41
Collection,1,0,Hope-Ender Coatl,MH3,Modern Horizons 3,64,NearMint,Foil,English,0.30,2026-08-26,0.29,0.02,0.30
Collection,1,0,Horn of Gondor,LTR,The Lord of the Rings: Tales of Middle-earth,240,NearMint,Normal,English,1.26,2026-08-26,1.23,0.35,1.26
Collection,1,0,Horses of the Bruinen,LTR,The Lord of the Rings: Tales of Middle-earth,55,NearMint,Normal,English,0.11,2026-08-25,0.06,0.02,0.10
Collection,1,0,"Hugs, Grisly Guardian",BLB,Bloomburrow,333,NearMint,Foil,English,3.30,2026-08-26,3.22,2.00,3.30
Collection,1,0,Icewrought Sentry,WOE,Wilds of Eldraine,55,NearMint,Normal,English,0.15,2026-08-26,0.07,0.02,0.15
Collection,1,0,Il Mheg Pixie,FIN,Final Fantasy,57,NearMint,Normal,English,0.12,2026-08-26,0.09,0.02,0.12
Collection,1,0,Imperial Recovery Unit,NEO,Kamigawa: Neon Dynasty,18,NearMint,Normal,English,0.06,2026-08-26,0.06,0.02,0.06
Collection,1,0,Increasing Devotion,C20,Commander 2020,91,NearMint,Normal,English,0.13,2026-08-26,0.18,0.05,0.13
Collection,2,0,Indebted Spirit,MH3,Modern Horizons 3,31,NearMint,Normal,English,0.15,2026-08-26,0.14,0.02,0.15
Collection,2,0,Inga Rune-Eyes,MUL,Multiverse Legends,10,NearMint,Normal,English,0.09,2026-08-24,0.06,0.02,0.08
Collection,1,0,Inkshape Demonstrator,SOS,Secrets of Strixhaven,21,NearMint,Normal,English,0.06,2026-08-26,0.06,0.02,0.06
Collection,1,0,Inspired Sphinx,KHC,Kaldheim Commander,40,NearMint,Normal,English,0.28,2026-08-26,0.30,0.02,0.29
Collection,1,0,Intangible Virtue,MD1,Modern Event Deck 2014,7,NearMint,Normal,English,0.17,2026-08-26,0.15,0.02,0.17
Collection,1,0,"Interceptor, Shadow's Hound",FIC,Final Fantasy Commander,47,NearMint,Normal,English,0.18,2026-08-24,0.15,0.05,0.18
Collection,1,0,Invasion of Belenon,MOM,March of the Machine,20,NearMint,Normal,English,0.07,2026-08-26,0.13,0.02,0.07
Collection,2,0,Invasion of Dominaria,MOM,March of the Machine,21,NearMint,Normal,English,0.15,2026-08-26,0.15,0.02,0.15
Collection,1,0,Invasion Reinforcements,TLA,Avatar: The Last Airbender,24,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,1,0,Ioreth of the Healing House,LTR,The Lord of the Rings: Tales of Middle-earth,56,NearMint,Normal,English,0.15,2026-08-25,0.15,0.02,0.13
Collection,1,0,"Iroh, Grand Lotus",TLA,Avatar: The Last Airbender,349,NearMint,Normal,English,1.98,2026-08-26,1.86,0.85,1.98
Collection,1,0,"Iroh, Tea Master",TLA,Avatar: The Last Airbender,228,NearMint,Normal,English,0.11,2026-08-26,0.22,0.02,0.11
Collection,1,0,Iron Hills Blacksmith,HOB,The Hobbit,16,NearMint,Normal,English,0.07,2026-08-26,0.17,0.02,0.07
Collection,1,0,Iron Hills Blacksmith,HOB,The Hobbit,216,NearMint,Normal,English,0.12,2026-08-26,0.17,0.02,0.12
Collection,1,0,"Itzquinth, Firstborn of Gishath",LCI,The Lost Caverns of Ixalan,230,NearMint,Normal,English,0.14,2026-08-26,0.16,0.02,0.14
Collection,2,0,"Itzquinth, Firstborn of Gishath",LCI,The Lost Caverns of Ixalan,331,NearMint,Normal,English,0.10,2026-08-26,0.10,0.02,0.10
Collection,1,0,"Jace, Architect of Thought",NEC,Neon Dynasty Commander,93,NearMint,Normal,English,0.27,2026-08-24,0.27,0.06,0.25
Collection,1,0,Jackdaw Savior,BLB,Bloomburrow,18,NearMint,Normal,English,0.37,2026-08-26,0.36,0.02,0.37
Collection,1,0,"Jadzi, Steward of Fate // Oracle's Gift",PSOS,Secrets of Strixhaven Promos,55p,NearMint,Normal,English,0.08,2026-08-24,0.15,0.10,0.08
Collection,1,0,"Jeong Jeong, the Deserter",TLA,Avatar: The Last Airbender,142,NearMint,Normal,English,0.10,2026-08-24,0.09,0.02,0.08
Collection,2,0,"Jet, Freedom Fighter",TLA,Avatar: The Last Airbender,229,NearMint,Normal,English,0.03,2026-08-26,0.08,0.02,0.03
Collection,1,0,Jolly Gerbils,BLB,Bloomburrow,19,NearMint,Normal,English,0.11,2026-08-26,0.11,0.02,0.11
Collection,2,0,"Jolrael, Voice of Zhalfir",MAT,March of the Machine: The Aftermath,230,NearMint,Foil,English,0.18,2026-08-26,0.11,0.02,0.18
Collection,1,0,Jolting Merfolk,NEM,Nemesis,34,NearMint,Normal,English,0.16,2026-08-26,0.15,0.02,0.16
Collection,1,0,"Jor Kadeen, the Prevailer",ONC,Phyrexia: All Will Be One Commander,119,NearMint,Normal,English,0.13,2026-08-26,0.20,0.02,0.13
Collection,1,0,Journey to Nowhere,OTP,Breaking News,3,NearMint,Foil,English,0.44,2026-08-26,0.55,0.03,0.44
Collection,1,0,Journey to Nowhere,OTP,Breaking News,3,NearMint,Normal,English,0.34,2026-08-26,0.35,0.02,0.34
Collection,1,0,Judge Magister Gabranth,FIN,Final Fantasy,230,NearMint,Normal,English,0.12,2026-08-26,0.08,0.02,0.12
Collection,1,0,"June, Bounty Hunter",TLA,Avatar: The Last Airbender,106,NearMint,Foil,English,0.21,2026-08-24,0.23,0.02,0.16
Collection,1,0,"June, Bounty Hunter",TLA,Avatar: The Last Airbender,106,NearMint,Normal,English,0.10,2026-08-24,0.08,0.02,0.10
Collection,1,0,"Juri, Master of the Revue",MUL,Multiverse Legends,46,NearMint,Foil,English,0.20,2026-08-26,0.25,0.02,0.20
Collection,2,0,"Juri, Master of the Revue",MUL,Multiverse Legends,46,NearMint,Normal,English,0.09,2026-08-26,0.11,0.02,0.09
Collection,1,0,"Kain, Traitorous Dragoon",FIN,Final Fantasy,105,NearMint,Normal,English,0.13,2026-08-24,0.18,0.02,0.12
Collection,1,0,"Kaito, Dancing Shadow",ONE,Phyrexia: All Will Be One,204,NearMint,Normal,English,0.31,2026-08-26,0.34,0.03,0.31
Collection,1,0,"Kaito, Dancing Shadow",ONE,Phyrexia: All Will Be One,340,NearMint,Normal,English,0.36,2026-08-26,0.46,0.10,0.36
Collection,1,0,"Kambal, Profiteering Mayor",OTJ,Outlaws of Thunder Junction,211,NearMint,Normal,English,4.46,2026-08-26,4.66,2.45,4.46
Collection,1,0,Kami of the Palace Fields,CHK,Champions of Kamigawa,24,NearMint,Normal,English,0.06,2026-08-26,0.09,0.02,0.06
Collection,1,0,Kappa Cannoneer,MH3,Modern Horizons 3,270,NearMint,Normal,English,0.72,2026-08-26,0.73,0.20,0.72
Collection,1,0,"Karumonix, the Rat King",ONE,Phyrexia: All Will Be One,307,NearMint,Normal,English,0.62,2026-08-24,0.56,0.20,0.58
Collection,2,0,"Katara, Bending Prodigy",TLA,Avatar: The Last Airbender,59,NearMint,Normal,English,0.12,2026-08-24,0.12,0.02,0.11
Collection,1,0,"Kaya, Intangible Slayer",ONE,Phyrexia: All Will Be One,341,NearMint,Foil,English,0.56,2026-08-26,0.63,0.15,0.57
Collection,1,0,"Kellan, Inquisitive Prodigy // Tail the Suspect",MKM,Murders at Karlov Manor,212,NearMint,Normal,English,0.29,2026-08-26,0.28,0.05,0.29
Collection,1,0,"Kemba, Kha Enduring",ONE,Phyrexia: All Will Be One,330,NearMint,Foil,English,0.68,2026-08-24,0.52,0.09,0.59
Collection,1,0,"Kethek, Crucible Goliath",ONE,Phyrexia: All Will Be One,319,NearMint,Foil,English,0.34,2026-08-26,0.29,0.09,0.34
Collection,1,0,"Kiki-Jiki, Mirror Breaker",IMA,Iconic Masters,136,NearMint,Normal,English,6.96,2026-08-24,7.17,5.40,7.01
Collection,1,0,Kíli the Resourceful,HOB,The Hobbit,17,NearMint,Normal,English,0.43,2026-08-24,1.83,0.25,0.42
Collection,1,0,King Darien XLVIII,DMU,Dominaria United,204,NearMint,Normal,English,0.39,2026-08-26,0.39,0.05,0.39
Collection,1,0,Kinzu of the Bleak Coven,ONE,Phyrexia: All Will Be One,406,NearMint,Normal,English,0.25,2026-08-24,0.14,0.04,0.23
Collection,1,0,"Kirol, History Buff // Pack a Punch",SOS,Secrets of Strixhaven,198,NearMint,Normal,English,0.05,2026-08-26,0.06,0.02,0.05
Collection,1,0,Knowledge Seeker,TLA,Avatar: The Last Airbender,60,NearMint,Normal,English,0.06,2026-08-26,0.12,0.02,0.06
Collection,1,0,Kogla and Yidaro,MOM,March of the Machine,244,NearMint,Normal,English,0.84,2026-08-26,1.01,0.10,0.84
Collection,1,0,Kor Chant,EXO,Exodus,9,NearMint,Normal,English,0.13,2026-08-26,0.12,0.02,0.13
Collection,1,0,"Koth, Fire of Resistance",ONE,Phyrexia: All Will Be One,338,NearMint,Normal,English,0.56,2026-08-24,0.44,0.18,0.59
Collection,1,0,"Kotis, the Fangkeeper",TDM,Tarkir: Dragonstorm,202,NearMint,Normal,English,0.25,2026-08-26,0.24,0.02,0.25
